Run,Dataset,Label_Ratio,GMean,Labeling Strategy
29,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
29,Keystroke,0.05,0.522383044,Uniform
29,Keystroke,0.05,0.606541184,Non_Uniform
29,Keystroke,0.1,0.703439806,Uniform
29,Keystroke,0.1,0.674557865,Non_Uniform
29,Keystroke,0.2,0.794458979,Uniform
29,Keystroke,0.2,0.79026182,Non_Uniform
29,Keystroke,0.5,0.684794435,Uniform
29,Keystroke,0.5,0.923776813,Non_Uniform
29,Keystroke,1,0.940603409,Uniform
29,Keystroke,1,0.940603409,Non_Uniform
29,NOAA,0.05,0.54789658,Uniform
29,NOAA,0.05,0.557747241,Non_Uniform
29,NOAA,0.1,0.568087838,Uniform
29,NOAA,0.1,0.578262012,Non_Uniform
29,NOAA,0.2,0.564626106,Uniform
29,NOAA,0.2,0.617979114,Non_Uniform
29,NOAA,0.5,0.664807861,Uniform
29,NOAA,0.5,0.664081793,Non_Uniform
29,NOAA,1,0.673206388,Uniform
29,NOAA,1,0.673206388,Non_Uniform
29,Ozone,0.05,0.484177342,Uniform
29,Ozone,0.05,0.512630315,Non_Uniform
29,Ozone,0.1,0.529920032,Uniform
29,Ozone,0.1,0.490164649,Non_Uniform
29,Ozone,0.2,0.530672797,Uniform
29,Ozone,0.2,0.470722732,Non_Uniform
29,Ozone,0.5,0.485630903,Uniform
29,Ozone,0.5,0.508926432,Non_Uniform
29,Ozone,1,0.474968935,Uniform
29,Ozone,1,0.474968935,Non_Uniform
