Run,Seed,Model,Dataset,Minority_Class_Orig,Labeling_Strategy,Label_Ratio,H,N,lam,alpha,beta,gamma,Accuracy,GMean
1,12346,OSNN_none_baseline_newton,INSECTS incremental-abrupt_imbalanced,5,nonuniform,1.0,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.964397113542547,0.3886593241735891
1,12346,OSNN_none_baseline_newton,Keystroke,3,uniform,0.05,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.6220275344180225,0.5975714558738603
1,12346,OSNN_none_baseline_newton,Keystroke,3,nonuniform,0.05,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.704630788485607,0.6122488993709906
1,12346,OSNN_none_baseline_newton,Keystroke,3,uniform,0.1,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.7158948685857321,0.6318977242525539
1,12346,OSNN_none_baseline_newton,Keystroke,3,nonuniform,0.1,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.7471839799749687,0.7013253520742757
1,12346,OSNN_none_baseline_newton,Keystroke,3,uniform,0.2,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.8366708385481852,0.7594298810854487
1,12346,OSNN_none_baseline_newton,Keystroke,3,nonuniform,0.2,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.8247809762202754,0.7669481552269941
1,12346,OSNN_none_baseline_newton,Keystroke,3,uniform,0.5,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.8610763454317898,0.6847944346738353
1,12346,OSNN_none_baseline_newton,Keystroke,3,nonuniform,0.5,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.9305381727158949,0.9084161199297406
1,12346,OSNN_none_baseline_newton,Keystroke,3,uniform,1.0,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.9568210262828536,0.9406034088346161
1,12346,OSNN_none_baseline_newton,Keystroke,3,nonuniform,1.0,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.9568210262828536,0.9406034088346161
1,12346,OSNN_none_baseline_newton,NOAA,2,uniform,0.05,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.6240568375833012,0.5556529062614364
1,12346,OSNN_none_baseline_newton,NOAA,2,nonuniform,0.05,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.6288483780360191,0.5477954163180309
1,12346,OSNN_none_baseline_newton,NOAA,2,uniform,0.1,60,25,0.0204731114609854,0.0011574154273749,0.744137583684386,1.13907197350023,0.6610122817646087,0.5686779703957728
